user_id,gender,city,segment_operation
U007551,Other,Lake Renee,流失高潜用户
U007553,Female,Angelaborough,普通新客
U007554,Other,Port April,唤醒普通
U007573,Other,Manningchester,唤醒普通
U007574,Female,West Bryanbury,流失可弃
U007587,Male,Jonathanfurt,至尊VIP
U007596,Other,Port Derekmouth,流失可弃
U007598,Female,Jasonland,唤醒高潜
U007599,Male,East Markhaven,唤醒高潜
U007604,Female,Stanleyshire,唤醒普通
U007618,Female,Darrenchester,唤醒普通
U007620,Female,Port Joshua,流失可弃
U007629,Other,West Johnton,至尊VIP
U007631,Female,East Michaelmouth,至尊VIP
U007638,Other,Johnsonmouth,唤醒普通
U007643,Male,Reidshire,普通新客
U007655,Other,West Kerri,唤醒普通
U007656,Other,Justinfort,流失可弃
U007665,Other,Parkerville,流失低潜
U007667,Other,West Caitlinhaven,流失低潜
U007672,Female,North Cody,流失低潜
U007675,Female,Port Ashley,流失低潜
U007679,Female,Mooremouth,流失可弃
U007680,Male,East Sherryport,流失低潜
U007681,Male,West Vincentville,流失低潜
U007684,Male,Matthewfurt,流失低潜
U007685,Male,East Nathanielberg,流失低潜
U007688,Male,West Julie,普通新客
U007717,Male,North Matthew,流失低潜
U007723,Other,South Bianca,流失低潜
U007730,Male,Melissafurt,唤醒普通
U007738,Female,Wellsport,流失低潜
U007739,Other,Bryanland,流失低潜
U007744,Female,East Tommyborough,唤醒普通
U007746,Male,Elizabethmouth,唤醒普通
U007749,Other,Lake Amy,流失可弃
U007753,Female,Port Nicoleville,唤醒普通
U007766,Female,Adamsmouth,唤醒普通
U007771,Male,South Ashley,普通新客
U007775,Male,New Richard,唤醒普通
U007783,Other,Jamesport,流失可弃
U007791,Female,Elliottborough,至尊VIP
U007804,Male,Marieview,唤醒普通
U007805,Female,South Brianmouth,流失低潜
U007813,Male,Port Ronnieville,普通新客
U007814,Male,Port Bryanshire,流失低潜
U007815,Other,New Brandon,流失低潜
U007818,Female,Smithfurt,流失低潜
U007827,Male,Leefurt,唤醒普通
U007832,Female,Jonesstad,至尊VIP
U007833,Male,Dorseyborough,活跃复购潜力用户
U007834,Female,Williamsburgh,普通新客
U007841,Female,East James,普通新客
U007844,Female,Millerland,至尊VIP
U007855,Other,South Anneview,流失低潜
U007866,Female,Lake Jillhaven,流失低潜
U007871,Other,North Eric,唤醒普通
U007872,Male,Melissaview,流失可弃
U007874,Other,Kirkbury,流失可弃
U007878,Other,Tomton,流失可弃
U007879,Other,Lake Melissaton,流失可弃
U007881,Male,East Angelaside,唤醒普通
U007885,Female,East Tiffanyview,流失低潜
U007891,Female,Lake Amyfort,唤醒普通
U007898,Female,Rubioshire,唤醒普通
U007900,Other,Goodmanborough,流失可弃
U007903,Male,West David,流失可弃
U007906,Other,Jacquelineport,普通新客
U007915,Female,Greenfort,流失可弃
U007925,Other,Trujilloside,普通新客
U007945,Female,Austinfort,唤醒普通
U007947,Female,Port Sharon,唤醒普通
U007957,Female,Smithfort,流失低潜
U007962,Male,Davidville,流失低潜
U007964,Male,Simmonsburgh,唤醒高潜
U007973,Female,Smithbury,流失低潜
U008001,Female,Ericland,普通新客
U008004,Male,Lake Donna,唤醒普通
U008015,Female,Perkinsfurt,流失可弃
U008022,Other,North Cathy,唤醒普通
U008023,Female,Fostershire,唤醒普通
U008025,Female,Lake Jamestown,流失低潜
U008027,Other,North Janiceborough,流失低潜
U008032,Other,Woodston,流失低潜
U008038,Male,East Kathleenhaven,唤醒普通
U008044,Other,Leemouth,普通新客
U008048,Male,Richardburgh,唤醒普通
U008051,Other,South Lori,流失低潜
U008053,Female,Webbberg,唤醒普通
U008057,Other,New David,流失低潜
U008066,Female,East Janiceberg,唤醒普通
U008078,Female,Lake Joy,流失可弃
U008082,Other,Lake Elizabethton,活跃复购潜力用户
U008083,Male,Lake Molly,普通新客
U008085,Male,Williamberg,唤醒普通
U008087,Female,Kennedybury,唤醒普通
U008088,Other,Piercefort,流失高潜用户
U008089,Other,Santoston,流失低潜
U008095,Other,Stacyfurt,唤醒普通
U008113,Female,Petersonview,流失低潜
U008134,Other,Manuelton,核心高价值忠诚用户
U008135,Other,Lake Donna,唤醒普通
U008136,Male,Lake Juan,唤醒普通
U008146,Male,Garrettberg,流失低潜
U008147,Female,Ernesttown,流失低潜
U008148,Female,East Adamshire,唤醒高潜
U008159,Female,Snyderborough,至尊VIP
U008171,Other,Cruzberg,流失低潜
U008173,Male,Floydview,流失低潜
U008176,Female,North Elizabethmouth,流失低潜
U008178,Other,Jenniferland,流失低潜
U008184,Male,Edwardmouth,至尊VIP
U008197,Other,Lake Aliciaview,普通新客
U008198,Female,Jessefurt,唤醒普通
U008206,Male,Chloechester,唤醒普通
U008209,Female,East Patriciamouth,唤醒普通
U008212,Male,Arnoldfort,至尊VIP
U008223,Other,Scottton,流失低潜
U008227,Other,Lake Kenneth,流失低潜
U008233,Male,Sherylborough,流失可弃
U008236,Male,Smithchester,普通新客
U008248,Other,Norrishaven,流失低潜
U008255,Other,South Zacharyfurt,流失可弃
U008264,Female,Mcguirebury,至尊VIP
U008267,Female,Maldonadoberg,唤醒高潜
U008275,Male,Singletontown,流失高潜用户
U008276,Other,Judithberg,普通新客
U008295,Female,West Clarenceburgh,流失低潜
U008308,Other,Riddleport,流失低潜
U008313,Other,North Sally,流失可弃
U008317,Female,South Eileenton,流失低潜
U008328,Other,Susanburgh,普通新客
U008335,Male,Lake Coreyland,唤醒普通
U008340,Other,Tonyaborough,唤醒高潜
U008342,Male,Scottmouth,唤醒普通
U008345,Other,Johnnymouth,唤醒高潜
U008350,Female,Garciachester,至尊VIP
U008351,Other,Lake Jenniferview,流失低潜
U008352,Male,Curtisshire,流失低潜
U008359,Female,Gloriaview,流失可弃
U008364,Other,Lopezberg,流失低潜
U008365,Male,Pettyfort,活跃复购潜力用户
U008369,Male,West Chadmouth,高潜新客
U008373,Female,East Matthewfurt,唤醒高潜
U008376,Other,North Williamville,流失低潜
U008378,Female,Lake Jesusbury,流失低潜
U008391,Male,Martinhaven,流失低潜
U008392,Other,North Ashley,唤醒普通
U008395,Female,West Calvintown,唤醒普通
U008398,Male,Spencerborough,流失低潜
U008401,Male,Chadtown,流失低潜
U008403,Male,West Rachelfort,唤醒普通
U008420,Female,Mistyland,至尊VIP
U008421,Male,East Kaylaport,流失低潜
U008422,Female,Aliciatown,流失低潜
U008431,Other,Fieldstown,活跃复购潜力用户
U008435,Female,New Chris,普通新客
U008438,Other,Lake Joseph,流失低潜
U008441,Male,Sheltonstad,唤醒普通
U008449,Other,Lake Damon,唤醒普通
U008454,Female,West Tonyahaven,流失低潜
U008463,Male,New Kaitlyn,唤醒普通
U008465,Male,Gregton,唤醒普通
U008467,Male,Laurenbury,流失可弃
U008476,Male,Craigbury,流失低潜
U008479,Other,Chavezstad,普通新客
U008480,Other,Matthewstad,普通新客
U008481,Other,West Isaiahton,高潜新客
U008494,Female,Ayalaton,流失低潜
U008504,Other,Merrittborough,流失低潜
U008509,Female,South Maxwell,唤醒普通
U008511,Other,Fordmouth,流失低潜
U008512,Male,Port Markburgh,唤醒普通
U008517,Other,Lake Melissa,流失低潜
U008518,Female,Matthewsside,普通新客
U008529,Male,Wigginsmouth,流失低潜
U008534,Male,Port Keith,流失低潜
U008535,Male,Amandaport,普通新客
U008538,Male,Maldonadochester,流失可弃
U008542,Male,North Kevin,唤醒普通
U008565,Female,Lake Kevinport,流失低潜
U008573,Female,Lake John,唤醒普通
U008581,Male,North Johnside,唤醒普通
U008584,Other,Mitchellfort,普通新客
U008589,Male,North Angela,高潜新客
U008599,Other,Port Justin,流失低潜
U008601,Female,Danielview,流失高潜用户
U008608,Male,Mooreton,普通新客
U008637,Other,West Jessica,流失低潜
U008644,Other,Travisview,流失低潜
U008646,Other,Huntville,流失可弃
U008659,Female,Port Jaketon,唤醒普通
U008665,Male,South Jamesville,流失低潜
U008673,Male,New Jerryside,流失可弃
U008674,Female,Chelseaport,活跃复购潜力用户
U008676,Male,Martinhaven,流失低潜
U008677,Other,New Stephanie,活跃复购潜力用户
U008685,Female,West Jennifer,至尊VIP
U008690,Female,Jamestown,唤醒普通
U008693,Other,Buchananview,核心高价值忠诚用户
U008694,Female,Zunigaton,流失高潜用户
U008702,Other,North Erin,流失低潜
U008706,Female,Lake Kevinhaven,流失可弃
U008709,Female,Joshuabury,流失低潜
U008710,Female,New Coreyburgh,流失低潜
U008712,Other,Jenniferton,流失高潜用户
U008714,Other,Richardchester,唤醒普通
U008721,Other,Troyville,流失可弃
U008724,Other,Lake Markfort,流失高潜用户
U008727,Male,South Charles,流失低潜
U008728,Female,Alishaborough,普通新客
U008731,Other,Stevenburgh,普通新客
U008733,Female,Karaberg,核心高价值忠诚用户
U008739,Male,North Alexishaven,唤醒普通
U008747,Male,New John,流失可弃
U008748,Other,Wadefort,流失低潜
U008752,Other,Marieburgh,流失低潜
U008759,Other,Randallland,唤醒普通
U008765,Female,Lake Linda,高潜新客
U008768,Female,Gibsonhaven,唤醒普通
U008771,Male,Lake Madison,流失低潜
U008781,Other,Amandaview,流失低潜
U008784,Male,North Jason,至尊VIP
U008790,Female,East Francisco,唤醒普通
U008791,Male,Stephanieville,唤醒普通
U008792,Male,East Barbaraside,普通新客
U008794,Female,Williamsmouth,唤醒高潜
U008797,Male,Shannonbury,流失可弃
U008799,Male,East Kelly,普通新客
U008807,Other,Meyerville,唤醒普通
U008835,Other,Matthewhaven,唤醒普通
U008843,Female,East Rebecca,至尊VIP
U008848,Male,Gilmoreville,唤醒高潜
U008850,Female,Huangfort,流失低潜
U008854,Other,South Zacharyhaven,流失低潜
U008863,Other,Lake Wendychester,唤醒普通
U008865,Male,Anthonytown,流失低潜
U008868,Male,Kaylahaven,唤醒普通
U008869,Female,South Craig,流失可弃
U008876,Male,Feliciaport,普通新客
U008877,Other,Lake Richard,普通新客
U008884,Female,Jamesville,流失高潜用户
U008887,Male,Stephanieview,流失低潜
U008892,Female,Jeffreyberg,至尊VIP
U008900,Other,Stricklandshire,普通新客
U008917,Other,Christopherburgh,唤醒普通
U008919,Male,South Carolynland,至尊VIP
U008923,Male,North Jasonbury,流失低潜
U008952,Female,Kingmouth,流失低潜
U008953,Female,Lake Kimberlyshire,至尊VIP
U008954,Other,North James,普通新客
U008958,Other,Townsendshire,流失低潜
U008962,Other,South Katietown,流失可弃
U008964,Female,Scotthaven,流失低潜
U008968,Female,Schaeferville,高潜新客
U008971,Female,Rossview,普通新客
U008978,Other,Port Andrea,唤醒高潜
U008979,Female,Wilsonmouth,流失可弃
U008985,Other,Brandyport,普通新客
U009001,Male,Fuentesfort,唤醒普通
U009006,Male,East Kyleport,流失低潜
U009009,Other,Moodyfurt,流失可弃
U009022,Female,East Denise,唤醒高潜
U009030,Female,South Natalieville,流失低潜
U009032,Other,Christinaview,至尊VIP
U009043,Other,New Feliciaburgh,流失可弃
U009049,Male,New Autumn,唤醒普通
U009051,Other,Port Waynetown,普通新客
U009060,Female,East Nicole,唤醒普通
U009073,Female,South Isaiahfurt,唤醒高潜
U009090,Male,New Karinamouth,高潜新客
U009097,Male,West Paulahaven,高潜新客
U009107,Female,North Patrick,流失高潜用户
U009108,Male,Jacquelineton,唤醒普通
U009109,Other,South Kelly,高潜新客
U009114,Male,North Laura,唤醒普通
U009117,Female,Lake Geneton,高潜新客
U009124,Male,West Donnabury,流失低潜
U009141,Male,Andersonshire,流失可弃
U009143,Female,South Ericview,唤醒普通
U009155,Female,West Emilyhaven,流失低潜
U009174,Male,Baileychester,流失可弃
U009179,Male,Thomasstad,普通新客
U009182,Other,East Staceyhaven,唤醒普通
U009184,Male,West Jessicaview,至尊VIP
U009188,Male,Katherineview,流失可弃
U009189,Male,Brandonbury,流失低潜
U009190,Female,Port Anthonyborough,流失低潜
U009193,Male,Underwoodmouth,唤醒普通
U009216,Other,North Melissa,流失低潜
U009219,Other,South Mary,流失高潜用户
U009224,Male,Kennethfort,唤醒普通
U009229,Other,Lake Robinton,流失低潜
U009233,Other,Michaelland,至尊VIP
U009236,Other,Brianshire,流失低潜
U009238,Male,Jaredview,至尊VIP
U009240,Other,Lake Douglas,唤醒高潜
U009244,Female,Deborahmouth,流失低潜
U009261,Other,North Lisahaven,流失低潜
U009268,Female,Lake Lee,唤醒普通
U009269,Female,East Bruceburgh,流失高潜用户
U009271,Other,Lake Walter,流失低潜
U009274,Other,West Michael,流失低潜
U009277,Other,Juarezshire,唤醒普通
U009291,Male,Youngstad,唤醒普通
U009295,Other,Port Troymouth,流失低潜
U009298,Male,New Michelle,唤醒普通
U009299,Male,Loganport,流失低潜
U009306,Male,Josephshire,流失高潜用户
U009308,Female,Lake Samantha,至尊VIP
U009313,Female,North Jesusshire,流失低潜
U009314,Male,South Kelly,流失可弃
U009315,Male,Lake Jefferymouth,流失低潜
U009322,Other,Ingramberg,流失可弃
U009331,Female,Robbinschester,流失低潜
U009334,Male,Michellechester,流失高潜用户
U009339,Female,Richardstad,唤醒普通
U009360,Other,North Phillipmouth,流失低潜
U009361,Male,Richardsonshire,流失低潜
U009367,Male,Colleenstad,至尊VIP
U009371,Female,West Anamouth,至尊VIP
U009372,Other,West Ralphhaven,流失低潜
U009377,Other,New Renee,高潜新客
U009384,Female,Danielview,唤醒普通
U009390,Male,Morrowborough,流失可弃
U009394,Other,West Richard,流失可弃
U009396,Female,Garrettside,唤醒普通
U009400,Other,Lake Jamieport,至尊VIP
U009415,Male,East Michael,唤醒普通
U009420,Female,Andersonhaven,流失低潜
U009430,Other,Martinezton,流失低潜
U009432,Male,Wilkinsfurt,至尊VIP
U009433,Female,New Aaronville,普通新客
U009437,Male,Lake Joseland,流失可弃
U009442,Female,Lynntown,流失低潜
U009448,Other,Nathanmouth,唤醒普通
U009449,Male,East Edward,流失低潜
U009459,Male,New Theresaborough,普通新客
U009460,Female,Parkerfort,唤醒普通
U009473,Male,East Adamshire,唤醒普通
U009475,Female,South Patrickland,流失低潜
U009476,Other,Willisview,流失低潜
U009478,Female,Fergusonland,流失低潜
U009484,Male,Grantmouth,流失可弃
U009492,Other,Tiffanyton,唤醒普通
U009494,Female,Watkinsfurt,流失低潜
U009497,Female,Ianland,至尊VIP
U009504,Other,South Seanstad,普通新客
U009510,Other,Joannton,流失低潜
U009519,Other,East Ryanhaven,普通新客
U009522,Male,Priceborough,唤醒普通
U009526,Female,Karlfurt,唤醒高潜
U009530,Other,Haileyburgh,唤醒普通
U009542,Other,New Robin,流失低潜
U009545,Other,Georgeport,流失低潜
U009552,Male,Shawmouth,普通新客
U009554,Female,Tiffanybury,唤醒普通
U009555,Male,West Anthony,流失低潜
U009561,Other,Alexandrastad,流失可弃
U009562,Other,New Brianborough,唤醒高潜
U009565,Other,Fergusonborough,唤醒普通
U009568,Other,East Jessica,流失可弃
U009578,Female,Autumnborough,流失低潜
U009583,Male,South Lesliebury,普通新客
U009596,Male,East Nicole,唤醒普通
U009598,Male,East Ian,流失可弃
U009602,Female,Murphystad,唤醒普通
U009632,Other,Williamsshire,唤醒普通
U009635,Other,Sandershaven,流失低潜
U009644,Other,Bakerberg,流失低潜
U009645,Other,Flynnmouth,唤醒普通
U009646,Other,North Morganbury,流失低潜
U009651,Other,Mcguireshire,流失高潜用户
U009652,Male,Petersonfurt,唤醒高潜
U009656,Other,East Tara,唤醒普通
U009658,Other,South Miguelport,普通新客
U009670,Female,East Evanview,高潜新客
U009689,Female,Kimberlyburgh,普通新客
U009705,Other,Port Kaylaburgh,流失可弃
U009708,Other,Brandonhaven,流失低潜
U009709,Male,Lake Gregorybury,普通新客
U009721,Male,Griffithshire,普通新客
U009754,Male,North Shannonside,唤醒普通
U009755,Other,Aguilarfort,流失低潜
U009766,Female,Port Bradleymouth,普通新客
U009770,Male,New Matthew,流失可弃
U009772,Male,Amandafurt,流失低潜
U009777,Other,Davisbury,流失高潜用户
U009778,Other,East Becky,高潜新客
U009789,Female,Port Haleyton,普通新客
U009797,Female,Catherinestad,流失低潜
U009798,Other,Lake Nicholeshire,流失低潜
U009808,Female,New Angelafurt,唤醒普通
U009813,Male,Smithview,普通新客
U009816,Female,Krausechester,唤醒普通
U009826,Other,Shawnville,流失低潜
U009828,Female,Lisaberg,流失低潜
U009830,Other,Rothside,普通新客
U009834,Other,Dawnshire,流失低潜
U009840,Female,North Amber,核心高价值忠诚用户
U009844,Male,New Samuelton,唤醒普通
U009847,Female,Grahamville,唤醒普通
U009854,Male,East Kimberly,至尊VIP
U009857,Female,Paynefort,流失高潜用户
U009862,Female,Scottbury,唤醒普通
U009866,Female,Johnsonmouth,普通新客
U009867,Male,Port Dawnland,流失低潜
U009868,Male,Simonmouth,唤醒普通
U009875,Male,Port David,流失可弃
U009885,Other,New Paulshire,流失低潜
U009900,Other,Smithbury,唤醒高潜
U009902,Female,West Paulshire,流失高潜用户
U009912,Female,Ralphmouth,唤醒普通
U009913,Male,Lake Daniel,普通新客
U009924,Male,Wagnerhaven,流失可弃
U009932,Other,Morrowburgh,流失低潜
U009935,Female,Adkinsstad,至尊VIP
U009946,Male,West Mark,流失可弃
U009950,Female,New Ethan,流失低潜
U009957,Male,Hillborough,至尊VIP
U009962,Female,New Matthewfurt,普通新客
U009963,Female,Davieschester,流失低潜
U009969,Other,East Deniseshire,唤醒普通
U009972,Female,North Jason,流失低潜
U009981,Female,Gabriellastad,唤醒普通
U009983,Male,Port Kimberly,唤醒普通
U009987,Other,Murphyland,流失高潜用户
U009992,Male,Port Christineshire,流失可弃
U009998,Male,New Kristin,流失低潜
