user_id,segment_operation,order_count,total_amount,days_since_order,priority,estimated_response_rate,action
U009552,普通新客,1,31.05,32,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U007228,普通新客,1,30.09,33,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U005387,普通新客,1,29.34,58,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U003458,普通新客,1,22.55,9,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U003431,普通新客,1,20.77,59,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U001471,普通新客,1,20.74,29,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U002635,普通新客,1,19.77,11,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U003263,普通新客,1,18.76,32,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U003046,普通新客,1,17.75,47,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U007771,普通新客,1,17.28,48,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U002677,普通新客,1,16.71,42,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U008971,普通新客,1,16.14,50,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U001839,普通新客,1,14.33,45,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U001782,普通新客,1,12.40,41,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U004863,普通新客,1,10.56,21,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U001977,普通新客,1,9.53,40,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U008608,普通新客,1,7.85,37,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U002075,普通新客,1,6.95,14,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U005021,普通新客,1,5.66,32,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U002162,普通新客,1,2.92,27,2,0.12,P2-7天复购提醒+品类教育邮件+首单满减券
U003808,唤醒普通,1,1964.28,127,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U002053,唤醒普通,1,1961.26,91,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U008512,唤醒普通,1,1933.47,103,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U009862,唤醒普通,1,1895.52,114,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U009981,唤醒普通,1,1876.56,124,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U007268,唤醒普通,1,1874.69,171,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U003755,唤醒普通,1,1859.46,77,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U001703,唤醒普通,1,1847.15,166,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U009291,唤醒普通,1,1829.11,133,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U009114,唤醒普通,1,1812.85,172,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U009268,唤醒普通,1,1804.96,68,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U005858,唤醒普通,1,1760.43,105,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U003314,唤醒普通,1,1728.48,121,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U003413,唤醒普通,1,1728.38,77,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U003782,唤醒普通,1,1708.37,62,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U000930,唤醒普通,1,1680.95,115,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U004117,唤醒普通,1,1629.48,92,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U003451,唤醒普通,1,1612.52,97,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U001741,唤醒普通,1,1607.69,122,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U006508,唤醒普通,1,1588.08,155,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U008085,唤醒普通,1,1570.70,92,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U005729,唤醒普通,1,1493.98,143,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U009656,唤醒普通,1,1491.17,132,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U008463,唤醒普通,1,1490.27,93,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U009448,唤醒普通,1,1487.74,118,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U000396,唤醒普通,1,1484.94,159,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U003269,唤醒普通,1,1477.91,147,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U003602,唤醒普通,1,1460.84,66,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U009645,唤醒普通,1,1437.14,108,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U001061,唤醒普通,1,1433.78,155,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U002382,唤醒普通,1,1431.60,68,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U002822,唤醒普通,1,1405.44,74,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U006387,唤醒普通,1,1395.25,74,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U002417,唤醒普通,1,1377.14,92,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U007947,唤醒普通,1,1359.40,68,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U007243,唤醒普通,1,1357.18,159,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U002773,唤醒普通,1,1337.73,81,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U009060,唤醒普通,1,1300.20,167,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U006624,唤醒普通,1,1278.28,77,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U006783,唤醒普通,1,1277.29,86,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U001537,唤醒普通,1,1249.04,159,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U009847,唤醒普通,1,1245.60,124,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U005723,唤醒普通,1,1236.54,120,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U002733,唤醒普通,1,1225.23,120,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U000154,唤醒普通,1,1203.06,89,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U003555,唤醒普通,1,1202.79,70,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U006763,唤醒普通,1,1181.79,120,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U008209,唤醒普通,1,1167.24,127,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U007151,唤醒普通,1,1159.92,79,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U008509,唤醒普通,1,1155.57,132,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U005309,唤醒普通,1,1146.15,61,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U000607,唤醒普通,1,1103.05,137,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U000927,唤醒普通,1,1097.96,145,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U009384,唤醒普通,1,1097.33,146,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U009602,唤醒普通,1,1095.33,158,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U009108,唤醒普通,1,1071.00,89,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U000827,唤醒普通,1,1062.32,135,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U007319,唤醒普通,1,1060.43,171,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U002026,唤醒普通,1,1039.79,109,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U001919,唤醒普通,1,1021.12,108,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U000628,唤醒普通,1,996.18,103,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U001193,唤醒普通,1,986.21,83,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U003376,唤醒普通,1,985.62,128,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U009460,唤醒普通,1,985.35,127,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U006558,唤醒普通,1,947.24,126,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U006067,唤醒普通,1,944.56,69,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U008004,唤醒普通,1,939.56,149,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U003915,唤醒普通,1,922.55,83,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U008048,唤醒普通,1,918.24,84,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U003887,唤醒普通,1,916.26,144,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U000833,唤醒普通,1,864.16,107,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U002788,唤醒普通,1,861.62,76,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U004768,唤醒普通,1,861.62,148,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U000261,唤醒普通,1,861.61,141,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U005107,唤醒普通,1,853.07,116,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U007746,唤醒普通,1,849.11,74,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U002271,唤醒普通,1,844.54,83,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U000367,唤醒普通,1,836.76,98,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U003946,唤醒普通,1,833.09,114,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U003277,唤醒普通,1,830.55,157,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U004601,唤醒普通,1,829.42,140,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U001373,唤醒普通,1,827.98,64,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U007881,唤醒普通,1,819.50,79,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U006814,唤醒普通,1,811.50,116,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U008095,唤醒普通,1,808.88,144,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U003345,唤醒普通,1,803.47,148,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U006742,唤醒普通,1,797.64,145,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U009554,唤醒普通,1,784.78,72,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U009473,唤醒普通,1,769.71,115,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U009277,唤醒普通,1,758.10,131,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U000564,唤醒普通,1,757.85,73,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U004520,唤醒普通,1,753.31,155,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U000763,唤醒普通,1,737.24,85,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U008022,唤醒普通,1,732.90,143,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U002205,唤醒普通,1,719.73,73,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U002088,唤醒普通,1,708.98,178,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U006639,唤醒普通,1,706.72,69,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U003227,唤醒普通,1,692.81,124,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U009298,唤醒普通,1,687.93,169,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U000302,唤醒普通,1,676.95,136,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U001099,唤醒普通,1,676.19,159,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U009001,唤醒普通,1,668.28,64,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U000774,唤醒普通,1,665.14,139,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U009396,唤醒普通,1,664.33,163,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U005712,唤醒普通,1,660.72,77,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U009868,唤醒普通,1,658.10,61,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U000811,唤醒普通,1,657.34,155,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U004896,唤醒普通,1,655.22,150,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U000429,唤醒普通,1,644.76,101,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U001927,唤醒普通,1,643.60,80,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U003094,唤醒普通,1,643.14,84,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U008136,唤醒普通,1,638.66,117,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U005381,唤醒普通,1,628.13,68,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U003548,唤醒普通,1,627.45,176,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U006651,唤醒普通,1,626.45,99,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U001381,唤醒普通,1,616.85,84,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U002938,唤醒普通,1,607.55,148,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U005353,唤醒普通,1,606.70,69,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U001123,唤醒普通,1,604.62,63,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U006813,唤醒普通,1,602.56,161,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U003940,唤醒普通,1,591.49,111,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U000631,唤醒普通,1,591.19,93,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U002004,唤醒普通,1,590.12,93,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U001746,唤醒普通,1,586.17,76,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U004878,唤醒普通,1,580.18,121,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U008023,唤醒普通,1,579.41,146,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U005420,唤醒普通,1,570.57,151,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U005105,唤醒普通,1,568.44,132,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U008206,唤醒普通,1,554.81,112,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U004928,唤醒普通,1,551.26,110,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U002139,唤醒普通,1,543.53,62,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U005482,唤醒普通,1,540.33,72,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U000391,唤醒普通,1,539.69,64,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U008441,唤醒普通,1,534.48,68,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U000307,唤醒普通,1,534.09,82,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U008714,唤醒普通,1,526.84,91,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U008038,唤醒普通,1,519.42,63,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U009983,唤醒普通,1,514.17,92,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U008581,唤醒普通,1,510.98,176,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U001090,唤醒普通,1,510.01,95,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U001337,唤醒普通,1,508.16,125,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U004837,唤醒普通,1,502.10,110,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U006589,唤醒普通,1,499.91,77,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U009596,唤醒普通,1,498.14,73,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U005372,唤醒普通,1,497.16,147,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U001316,唤醒普通,1,492.48,165,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U001182,唤醒普通,1,490.48,86,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U000968,唤醒普通,1,490.29,149,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U007391,唤醒普通,1,484.72,81,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U003207,唤醒普通,1,479.80,61,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U006093,唤醒普通,1,471.08,162,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U007099,唤醒普通,1,468.57,174,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U001915,唤醒普通,1,468.21,114,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U002115,唤醒普通,1,467.17,117,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U008342,唤醒普通,1,465.60,87,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U008791,唤醒普通,1,460.08,106,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U009415,唤醒普通,1,458.76,90,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U000219,唤醒普通,1,458.25,97,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U008403,唤醒普通,1,458.24,169,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U008066,唤醒普通,1,447.84,72,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U003142,唤醒普通,1,445.27,109,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U006309,唤醒普通,1,441.08,122,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U001885,唤醒普通,1,440.88,149,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U004471,唤醒普通,1,431.66,96,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U000127,唤醒普通,1,431.38,78,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U002980,唤醒普通,1,427.74,146,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U004636,唤醒普通,1,422.35,101,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U003287,唤醒普通,1,415.95,154,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U006401,唤醒普通,1,412.47,130,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U000037,唤醒普通,1,405.87,160,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U004069,唤醒普通,1,402.37,152,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U004180,唤醒普通,1,394.95,121,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U002486,唤醒普通,1,390.10,137,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U007804,唤醒普通,1,388.46,142,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U001544,唤醒普通,1,376.18,116,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U002199,唤醒普通,1,375.68,97,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U005279,唤醒普通,1,374.28,170,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U006981,唤醒普通,1,373.82,162,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U006127,唤醒普通,1,372.80,172,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U002166,唤醒普通,1,371.22,62,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U002182,唤醒普通,1,368.98,91,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U003316,唤醒普通,1,365.83,133,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U005277,唤醒普通,1,361.80,155,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U004231,唤醒普通,1,361.15,86,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U008465,唤醒普通,1,359.51,87,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U003172,唤醒普通,1,355.28,73,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U001653,唤醒普通,1,347.29,136,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U004263,唤醒普通,1,346.84,110,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U002832,唤醒普通,1,346.41,147,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U001530,唤醒普通,1,345.35,78,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U000435,唤醒普通,1,345.18,140,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U002346,唤醒普通,1,340.09,134,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U007730,唤醒普通,1,339.43,155,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U007226,唤醒普通,1,338.49,123,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U003844,唤醒普通,1,337.60,148,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U003196,唤醒普通,1,337.06,120,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U004307,唤醒普通,1,335.10,70,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U006115,唤醒普通,1,334.11,104,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U005711,唤醒普通,1,333.32,106,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U001579,唤醒普通,1,331.98,94,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U002311,唤醒普通,1,331.27,167,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U008392,唤醒普通,1,328.76,89,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U006222,唤醒普通,1,326.09,114,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U003960,唤醒普通,1,324.27,83,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U003855,唤醒普通,1,323.01,163,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U001050,唤醒普通,1,311.40,158,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U003973,唤醒普通,1,310.08,93,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U003284,唤醒普通,1,307.27,90,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U001181,唤醒普通,1,307.18,152,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U006641,唤醒普通,1,305.77,61,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U000019,唤醒普通,1,303.73,103,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U008573,唤醒普通,1,302.87,174,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U000255,唤醒普通,1,301.93,147,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U005756,唤醒普通,1,300.80,73,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U004714,唤醒普通,1,300.03,133,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U006673,唤醒普通,1,299.44,118,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U003724,唤醒普通,1,297.50,116,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U009565,唤醒普通,1,295.78,106,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U003839,唤醒普通,1,294.72,128,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U003703,唤醒普通,1,289.14,105,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U008739,唤醒普通,1,288.71,143,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U006442,唤醒普通,1,286.45,88,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U002609,唤醒普通,1,285.20,136,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U001628,唤醒普通,1,283.42,90,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U007655,唤醒普通,1,278.74,99,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U005195,唤醒普通,1,273.04,62,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U009969,唤醒普通,1,271.76,178,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U006577,唤醒普通,1,271.18,67,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U000765,唤醒普通,1,268.79,109,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U004703,唤醒普通,1,267.81,161,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U004901,唤醒普通,1,265.12,103,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U002443,唤醒普通,1,264.04,148,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U006638,唤醒普通,1,263.55,106,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U007604,唤醒普通,1,261.22,112,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U005219,唤醒普通,1,256.56,76,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U000102,唤醒普通,1,256.19,124,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U005515,唤醒普通,1,255.44,162,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U006193,唤醒普通,1,254.94,161,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U007871,唤醒普通,1,252.08,159,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U009912,唤醒普通,1,249.91,81,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U007003,唤醒普通,1,249.82,137,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U005397,唤醒普通,1,247.77,126,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U008917,唤醒普通,1,246.85,107,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U007766,唤醒普通,1,243.43,116,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U002930,唤醒普通,1,241.67,92,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U003542,唤醒普通,1,234.57,138,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U004887,唤醒普通,1,231.06,112,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U007334,唤醒普通,1,230.75,99,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U000979,唤醒普通,1,229.47,104,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U001170,唤醒普通,1,228.80,153,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U007898,唤醒普通,1,228.38,66,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U006991,唤醒普通,1,227.28,99,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U002050,唤醒普通,1,225.24,82,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U006060,唤醒普通,1,224.44,95,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U002923,唤醒普通,1,223.87,107,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U001079,唤醒普通,1,222.67,112,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U008449,唤醒普通,1,222.12,172,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U009339,唤醒普通,1,221.13,101,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U008868,唤醒普通,1,214.22,124,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U006539,唤醒普通,1,214.00,161,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U008395,唤醒普通,1,213.15,173,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U003497,唤醒普通,1,212.63,70,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U002529,唤醒普通,1,209.51,108,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U008335,唤醒普通,1,208.75,94,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U004862,唤醒普通,1,208.52,93,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U009754,唤醒普通,1,205.73,84,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U003361,唤醒普通,1,204.78,67,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U004958,唤醒普通,1,204.00,102,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
U004416,唤醒普通,1,203.17,77,3,0.05,P3-常规召回邮件+大促通知+小额优惠券
