user_id,segment_operation,segment_19,order_count,total_amount,days_since_order,r_score,f_score,m_score,is_vip
U003991,唤醒普通,唤醒-一次性-低价值,1,60.61,95,2,1,1,0
U003992,流失可弃,流失-一次性-低价值,1,51.52,236,3,1,1,0
U003993,唤醒高潜,唤醒-复购-中价值,2,699.10,88,2,2,2,0
U003998,唤醒高潜,唤醒-复购-中价值,2,326.66,175,2,2,2,0
U003999,活跃复购潜力用户,活跃-复购-中价值,2,789.49,15,1,2,2,0
U004008,唤醒普通,唤醒-一次性-低价值,1,56.18,94,2,1,1,0
U004020,流失可弃,流失-一次性-低价值,1,22.36,339,3,1,1,0
U004025,至尊VIP,至尊VIP,1,2902.76,531,3,1,3,1
U004033,唤醒普通,唤醒-一次性-中价值,1,165.03,119,2,1,2,0
U004034,唤醒高潜,唤醒-复购-高价值,2,1660.86,126,2,2,3,0
U004035,流失低潜,流失-一次性-中价值,1,669.92,200,3,1,2,0
U004037,流失低潜,流失-一次性-高价值,1,890.67,313,3,1,3,0
U004039,高潜新客,活跃-一次性-高价值,1,1599.25,50,1,1,3,0
U004041,流失低潜,流失-一次性-高价值,1,1811.84,344,3,1,3,0
U004047,流失可弃,流失-一次性-低价值,1,121.71,234,3,1,1,0
U004053,流失高潜用户,流失-复购-高价值,2,1702.66,276,3,2,3,0
U004064,流失可弃,流失-一次性-低价值,1,87.06,232,3,1,1,0
U004066,流失低潜,流失-一次性-中价值,1,519.21,385,3,1,2,0
U004067,流失可弃,流失-一次性-低价值,1,15.79,571,3,1,1,0
U004069,唤醒普通,唤醒-一次性-中价值,1,402.37,152,2,1,2,0
U004093,流失可弃,流失-一次性-低价值,1,104.38,484,3,1,1,0
U004098,唤醒高潜,唤醒-复购-中价值,3,797.53,157,2,2,2,0
U004104,流失可弃,流失-一次性-低价值,1,70.49,490,3,1,1,0
U004117,唤醒普通,唤醒-一次性-高价值,1,1629.48,92,2,1,3,0
U004125,普通新客,活跃-一次性-低价值,1,52.83,22,1,1,1,0
U004129,至尊VIP,至尊VIP,1,3867.93,168,2,1,3,1
U004144,流失低潜,流失-一次性-中价值,1,657.09,443,3,1,2,0
U004150,高潜新客,活跃-一次性-高价值,1,1187.64,52,1,1,3,0
U004151,唤醒高潜,唤醒-复购-高价值,2,1445.60,153,2,2,3,0
U004153,高潜新客,活跃-一次性-高价值,1,919.57,38,1,1,3,0
U004157,流失低潜,流失-一次性-中价值,1,228.58,554,3,1,2,0
U004160,普通新客,活跃-一次性-中价值,1,140.40,9,1,1,2,0
U004163,核心高价值忠诚用户,活跃-复购-高价值,2,1288.88,1,1,2,3,0
U004176,流失低潜,流失-一次性-中价值,1,212.46,339,3,1,2,0
U004179,唤醒高潜,唤醒-复购-中价值,2,198.94,162,2,2,2,0
U004180,唤醒普通,唤醒-一次性-中价值,1,394.95,121,2,1,2,0
U004186,流失低潜,流失-一次性-中价值,1,165.03,254,3,1,2,0
U004187,唤醒普通,唤醒-一次性-低价值,1,39.34,172,2,1,1,0
U004194,流失低潜,流失-一次性-中价值,1,545.51,204,3,1,2,0
U004196,流失低潜,流失-一次性-中价值,1,228.80,408,3,1,2,0
U004210,唤醒高潜,唤醒-复购-中价值,2,189.82,160,2,2,2,0
U004211,流失高潜用户,流失-复购-高价值,2,1450.38,372,3,2,3,0
U004216,流失低潜,流失-一次性-中价值,1,730.48,614,3,1,2,0
U004224,流失低潜,流失-一次性-中价值,1,591.55,390,3,1,2,0
U004227,高潜新客,活跃-一次性-高价值,1,1026.27,29,1,1,3,0
U004231,唤醒普通,唤醒-一次性-中价值,1,361.15,86,2,1,2,0
U004232,流失低潜,流失-一次性-高价值,1,1480.65,251,3,1,3,0
U004235,流失低潜,流失-一次性-中价值,1,252.09,322,3,1,2,0
U004238,唤醒普通,唤醒-一次性-低价值,1,60.54,128,2,1,1,0
U004244,流失可弃,流失-一次性-低价值,1,60.29,513,3,1,1,0
U004247,唤醒普通,唤醒-一次性-中价值,1,169.79,116,2,1,2,0
U004255,流失低潜,流失-一次性-中价值,1,415.85,360,3,1,2,0
U004263,唤醒普通,唤醒-一次性-中价值,1,346.84,110,2,1,2,0
U004265,唤醒普通,唤醒-一次性-低价值,1,106.67,132,2,1,1,0
U004270,唤醒普通,唤醒-一次性-中价值,1,138.24,94,2,1,2,0
U004284,普通新客,活跃-一次性-中价值,1,580.60,17,1,1,2,0
U004287,普通新客,活跃-一次性-中价值,1,718.40,60,1,1,2,0
U004288,唤醒普通,唤醒-一次性-低价值,1,131.16,139,2,1,1,0
U004289,流失高潜用户,流失-复购-中价值,2,218.18,200,3,2,2,0
U004298,唤醒高潜,唤醒-复购-中价值,2,585.33,65,2,2,2,0
U004304,流失低潜,流失-一次性-中价值,1,377.93,262,3,1,2,0
U004306,唤醒高潜,唤醒-复购-高价值,2,1341.89,127,2,2,3,0
U004307,唤醒普通,唤醒-一次性-中价值,1,335.10,70,2,1,2,0
U004324,流失低潜,流失-一次性-中价值,1,330.83,248,3,1,2,0
U004327,流失低潜,流失-一次性-中价值,1,362.34,619,3,1,2,0
U004338,唤醒高潜,唤醒-复购-高价值,2,1205.16,144,2,2,3,0
U004345,至尊VIP,至尊VIP,1,3330.56,280,3,1,3,1
U004349,流失低潜,流失-一次性-中价值,1,710.93,435,3,1,2,0
U004350,流失低潜,流失-一次性-高价值,1,1218.91,293,3,1,3,0
U004354,流失低潜,流失-一次性-中价值,1,413.42,495,3,1,2,0
U004360,流失低潜,流失-一次性-高价值,1,1424.38,601,3,1,3,0
U004361,流失可弃,流失-一次性-低价值,1,57.36,669,3,1,1,0
U004368,普通新客,活跃-一次性-中价值,1,710.01,19,1,1,2,0
U004370,流失低潜,流失-一次性-中价值,1,549.32,525,3,1,2,0
U004371,流失低潜,流失-一次性-中价值,1,194.75,264,3,1,2,0
U004375,至尊VIP,至尊VIP,3,2630.47,56,1,2,3,1
U004376,流失高潜用户,流失-复购-高价值,2,949.43,187,3,2,3,0
U004383,唤醒普通,唤醒-一次性-低价值,1,53.24,123,2,1,1,0
U004394,流失低潜,流失-一次性-中价值,1,174.96,196,3,1,2,0
U004397,流失低潜,流失-一次性-中价值,1,470.61,281,3,1,2,0
U004413,流失高潜用户,流失-复购-高价值,2,1176.82,238,3,2,3,0
U004416,唤醒普通,唤醒-一次性-中价值,1,203.17,77,2,1,2,0
U004432,流失低潜,流失-一次性-中价值,1,423.02,220,3,1,2,0
U004439,唤醒普通,唤醒-一次性-低价值,1,114.93,76,2,1,1,0
U004441,流失高潜用户,流失-复购-中价值,2,262.87,459,3,2,2,0
U004444,流失可弃,流失-一次性-低价值,1,120.28,467,3,1,1,0
U004447,流失可弃,流失-一次性-低价值,1,126.16,358,3,1,1,0
U004464,至尊VIP,至尊VIP,1,2194.56,2,1,1,3,1
U004465,流失低潜,流失-一次性-中价值,1,195.56,289,3,1,2,0
U004471,唤醒普通,唤醒-一次性-中价值,1,431.66,96,2,1,2,0
U004483,流失低潜,流失-一次性-中价值,1,513.60,378,3,1,2,0
U004485,普通新客,活跃-一次性-低价值,1,132.37,36,1,1,1,0
U004502,唤醒普通,唤醒-一次性-低价值,1,96.75,71,2,1,1,0
U004505,普通新客,活跃-一次性-中价值,1,401.23,7,1,1,2,0
U004518,流失低潜,流失-一次性-中价值,1,397.00,196,3,1,2,0
U004520,唤醒普通,唤醒-一次性-中价值,1,753.31,155,2,1,2,0
U004522,普通新客,活跃-一次性-低价值,1,38.32,31,1,1,1,0
U004537,流失低潜,流失-一次性-中价值,1,508.70,203,3,1,2,0
U004539,至尊VIP,至尊VIP,1,5002.49,489,3,1,3,1
U004544,高潜新客,活跃-一次性-高价值,1,1088.04,13,1,1,3,0
U004547,唤醒普通,唤醒-一次性-低价值,1,105.54,178,2,1,1,0
U004550,至尊VIP,至尊VIP,1,2849.19,13,1,1,3,1
U004555,流失低潜,流失-一次性-中价值,1,606.51,233,3,1,2,0
U004557,唤醒普通,唤醒-一次性-中价值,1,175.43,78,2,1,2,0
U004564,普通新客,活跃-一次性-中价值,1,488.59,27,1,1,2,0
U004569,唤醒普通,唤醒-一次性-低价值,1,45.66,125,2,1,1,0
U004572,唤醒普通,唤醒-一次性-低价值,1,52.26,69,2,1,1,0
U004581,流失可弃,流失-一次性-低价值,1,99.56,236,3,1,1,0
U004594,至尊VIP,至尊VIP,2,3515.69,181,3,2,3,1
U004595,流失低潜,流失-一次性-中价值,1,352.24,560,3,1,2,0
U004598,流失低潜,流失-一次性-中价值,1,177.92,216,3,1,2,0
U004601,唤醒普通,唤醒-一次性-中价值,1,829.42,140,2,1,2,0
U004613,至尊VIP,至尊VIP,2,2840.63,88,2,2,3,1
U004614,普通新客,活跃-一次性-低价值,1,42.15,49,1,1,1,0
U004627,至尊VIP,至尊VIP,1,3006.20,12,1,1,3,1
U004630,流失可弃,流失-一次性-低价值,1,28.04,274,3,1,1,0
U004631,流失低潜,流失-一次性-中价值,1,312.52,526,3,1,2,0
U004636,唤醒普通,唤醒-一次性-中价值,1,422.35,101,2,1,2,0
U004637,唤醒普通,唤醒-一次性-低价值,1,70.39,88,2,1,1,0
U004640,唤醒普通,唤醒-一次性-中价值,1,171.89,70,2,1,2,0
U004643,高潜新客,活跃-一次性-高价值,1,1134.93,30,1,1,3,0
U004660,普通新客,活跃-一次性-中价值,1,502.83,54,1,1,2,0
U004663,流失低潜,流失-一次性-中价值,1,770.24,446,3,1,2,0
U004664,流失可弃,流失-一次性-低价值,1,60.63,407,3,1,1,0
U004668,流失高潜用户,流失-复购-中价值,2,678.64,199,3,2,2,0
U004676,流失低潜,流失-一次性-中价值,1,453.70,432,3,1,2,0
U004682,活跃复购潜力用户,活跃-复购-中价值,2,341.06,13,1,2,2,0
U004683,普通新客,活跃-一次性-中价值,1,175.38,40,1,1,2,0
U004695,至尊VIP,至尊VIP,1,2807.98,372,3,1,3,1
U004703,唤醒普通,唤醒-一次性-中价值,1,267.81,161,2,1,2,0
U004708,唤醒普通,唤醒-一次性-低价值,1,29.41,62,2,1,1,0
U004714,唤醒普通,唤醒-一次性-中价值,1,300.03,133,2,1,2,0
U004717,流失低潜,流失-一次性-高价值,1,1229.92,378,3,1,3,0
U004721,流失可弃,流失-一次性-低价值,1,127.81,352,3,1,1,0
U004732,流失可弃,流失-一次性-低价值,1,24.37,253,3,1,1,0
U004734,唤醒普通,唤醒-一次性-中价值,1,142.94,146,2,1,2,0
U004735,普通新客,活跃-一次性-中价值,1,153.80,15,1,1,2,0
U004736,流失低潜,流失-一次性-中价值,1,232.34,398,3,1,2,0
U004751,普通新客,活跃-一次性-中价值,1,674.12,29,1,1,2,0
U004753,流失可弃,流失-一次性-低价值,1,103.43,273,3,1,1,0
U004756,普通新客,活跃-一次性-中价值,1,665.85,34,1,1,2,0
U004766,唤醒普通,唤醒-一次性-低价值,1,5.79,155,2,1,1,0
U004768,唤醒普通,唤醒-一次性-中价值,1,861.62,148,2,1,2,0
U004771,流失低潜,流失-一次性-中价值,1,420.35,432,3,1,2,0
U004776,唤醒普通,唤醒-一次性-低价值,1,21.46,109,2,1,1,0
U004782,至尊VIP,至尊VIP,1,3090.20,116,2,1,3,1
U004799,普通新客,活跃-一次性-低价值,1,62.62,53,1,1,1,0
U004805,普通新客,活跃-一次性-低价值,1,125.48,44,1,1,1,0
U004810,至尊VIP,至尊VIP,1,3590.85,188,3,1,3,1
U004816,流失低潜,流失-一次性-中价值,1,820.89,399,3,1,2,0
U004825,活跃复购潜力用户,活跃-复购-中价值,2,302.67,31,1,2,2,0
U004829,流失低潜,流失-一次性-中价值,1,227.11,500,3,1,2,0
U004830,流失可弃,流失-一次性-低价值,1,30.76,270,3,1,1,0
U004837,唤醒普通,唤醒-一次性-中价值,1,502.10,110,2,1,2,0
U004838,流失低潜,流失-一次性-中价值,1,275.30,185,3,1,2,0
U004844,流失低潜,流失-一次性-中价值,1,561.58,381,3,1,2,0
U004845,流失低潜,流失-一次性-中价值,1,217.83,289,3,1,2,0
U004853,流失高潜用户,流失-复购-高价值,2,1068.24,286,3,2,3,0
U004862,唤醒普通,唤醒-一次性-中价值,1,208.52,93,2,1,2,0
U004863,普通新客,活跃-一次性-低价值,1,10.56,21,1,1,1,0
U004866,唤醒普通,唤醒-一次性-低价值,1,5.28,136,2,1,1,0
U004872,唤醒普通,唤醒-一次性-低价值,1,129.58,95,2,1,1,0
U004877,至尊VIP,至尊VIP,1,1986.27,71,2,1,3,1
U004878,唤醒普通,唤醒-一次性-中价值,1,580.18,121,2,1,2,0
U004885,流失低潜,流失-一次性-中价值,1,436.18,494,3,1,2,0
U004887,唤醒普通,唤醒-一次性-中价值,1,231.06,112,2,1,2,0
U004888,流失低潜,流失-一次性-中价值,1,650.77,255,3,1,2,0
U004894,高潜新客,活跃-一次性-高价值,1,1022.32,4,1,1,3,0
U004896,唤醒普通,唤醒-一次性-中价值,1,655.22,150,2,1,2,0
U004898,流失高潜用户,流失-复购-中价值,2,731.08,200,3,2,2,0
U004901,唤醒普通,唤醒-一次性-中价值,1,265.12,103,2,1,2,0
U004903,核心高价值忠诚用户,活跃-复购-高价值,4,1529.12,17,1,2,3,0
U004906,至尊VIP,至尊VIP,2,4910.55,72,2,2,3,1
U004907,流失低潜,流失-一次性-中价值,1,562.76,383,3,1,2,0
U004917,普通新客,活跃-一次性-中价值,1,188.98,40,1,1,2,0
U004919,普通新客,活跃-一次性-中价值,1,189.09,39,1,1,2,0
U004920,唤醒普通,唤醒-一次性-低价值,1,124.22,165,2,1,1,0
U004922,高潜新客,活跃-一次性-高价值,1,1896.22,9,1,1,3,0
U004923,唤醒高潜,唤醒-复购-高价值,2,1020.68,63,2,2,3,0
U004928,唤醒普通,唤醒-一次性-中价值,1,551.26,110,2,1,2,0
U004938,流失低潜,流失-一次性-中价值,1,246.05,315,3,1,2,0
U004941,至尊VIP,至尊VIP,1,3598.59,394,3,1,3,1
U004943,流失低潜,流失-一次性-高价值,1,1324.11,281,3,1,3,0
U004945,普通新客,活跃-一次性-中价值,1,369.33,59,1,1,2,0
U004948,普通新客,活跃-一次性-中价值,1,357.33,21,1,1,2,0
U004954,高潜新客,活跃-一次性-高价值,1,1904.76,42,1,1,3,0
U004958,唤醒普通,唤醒-一次性-中价值,1,204.00,102,2,1,2,0
U004961,流失高潜用户,流失-复购-高价值,2,1067.68,280,3,2,3,0
U004969,流失低潜,流失-一次性-中价值,1,260.96,478,3,1,2,0
U004971,流失高潜用户,流失-复购-中价值,2,358.91,212,3,2,2,0
U004977,核心高价值忠诚用户,活跃-复购-高价值,2,1218.99,29,1,2,3,0
U004988,至尊VIP,至尊VIP,2,3439.95,310,3,2,3,1
U004989,普通新客,活跃-一次性-中价值,1,268.47,44,1,1,2,0
U004994,普通新客,活跃-一次性-中价值,1,256.25,21,1,1,2,0
U004996,唤醒高潜,唤醒-复购-中价值,2,160.96,92,2,2,2,0
U005007,普通新客,活跃-一次性-中价值,1,535.32,52,1,1,2,0
U005014,至尊VIP,至尊VIP,1,2372.85,130,2,1,3,1
U005016,唤醒普通,唤醒-一次性-中价值,1,180.74,140,2,1,2,0
U005021,普通新客,活跃-一次性-低价值,1,5.66,32,1,1,1,0
U005029,流失低潜,流失-一次性-高价值,1,1062.63,343,3,1,3,0
U005033,普通新客,活跃-一次性-中价值,1,517.82,43,1,1,2,0
U005048,流失低潜,流失-一次性-中价值,1,179.73,446,3,1,2,0
U005049,流失可弃,流失-一次性-低价值,1,80.66,361,3,1,1,0
U005050,流失低潜,流失-一次性-中价值,1,148.73,347,3,1,2,0
U005054,唤醒普通,唤醒-一次性-中价值,1,173.60,76,2,1,2,0
U005058,普通新客,活跃-一次性-低价值,1,33.02,10,1,1,1,0
U005059,活跃复购潜力用户,活跃-复购-中价值,2,362.67,43,1,2,2,0
U005060,核心高价值忠诚用户,活跃-复购-高价值,2,923.61,44,1,2,3,0
U005066,普通新客,活跃-一次性-低价值,1,46.36,49,1,1,1,0
U005072,流失低潜,流失-一次性-高价值,1,1903.68,232,3,1,3,0
U005076,唤醒普通,唤醒-一次性-低价值,1,36.16,152,2,1,1,0
U005080,唤醒高潜,唤醒-复购-高价值,2,1638.39,75,2,2,3,0
U005087,高潜新客,活跃-一次性-高价值,1,1266.34,32,1,1,3,0
U005092,普通新客,活跃-一次性-中价值,1,261.74,57,1,1,2,0
U005096,普通新客,活跃-一次性-中价值,1,474.22,26,1,1,2,0
U005105,唤醒普通,唤醒-一次性-中价值,1,568.44,132,2,1,2,0
U005107,唤醒普通,唤醒-一次性-中价值,1,853.07,116,2,1,2,0
U005112,流失低潜,流失-一次性-中价值,1,269.90,308,3,1,2,0
U005118,唤醒普通,唤醒-一次性-低价值,1,79.60,144,2,1,1,0
U005121,流失可弃,流失-一次性-低价值,1,32.02,241,3,1,1,0
U005123,流失可弃,流失-一次性-低价值,1,52.14,188,3,1,1,0
U005128,流失高潜用户,流失-复购-高价值,2,1236.34,203,3,2,3,0
U005131,流失高潜用户,流失-复购-中价值,2,557.50,279,3,2,2,0
U005157,普通新客,活跃-一次性-低价值,1,74.66,4,1,1,1,0
U005161,普通新客,活跃-一次性-中价值,1,231.66,30,1,1,2,0
U005164,流失可弃,流失-一次性-低价值,1,10.29,240,3,1,1,0
U005180,至尊VIP,至尊VIP,1,2024.67,624,3,1,3,1
U005187,高潜新客,活跃-一次性-高价值,1,952.04,9,1,1,3,0
U005190,流失高潜用户,流失-复购-中价值,2,263.21,205,3,2,2,0
U005192,流失低潜,流失-一次性-中价值,1,786.40,515,3,1,2,0
U005193,流失可弃,流失-一次性-低价值,1,97.78,261,3,1,1,0
U005195,唤醒普通,唤醒-一次性-中价值,1,273.04,62,2,1,2,0
U005200,流失低潜,流失-一次性-中价值,1,237.83,434,3,1,2,0
U005203,流失低潜,流失-一次性-中价值,1,160.18,271,3,1,2,0
U005209,流失低潜,流失-一次性-高价值,1,873.01,357,3,1,3,0
U005211,唤醒普通,唤醒-一次性-低价值,1,43.40,102,2,1,1,0
U005212,流失低潜,流失-一次性-中价值,1,147.17,389,3,1,2,0
U005219,唤醒普通,唤醒-一次性-中价值,1,256.56,76,2,1,2,0
U005228,流失低潜,流失-一次性-中价值,1,224.74,354,3,1,2,0
U005237,至尊VIP,至尊VIP,2,2823.23,10,1,2,3,1
U005248,流失低潜,流失-一次性-中价值,1,503.48,236,3,1,2,0
U005262,流失低潜,流失-一次性-高价值,1,1457.42,280,3,1,3,0
U005266,流失可弃,流失-一次性-低价值,1,53.80,420,3,1,1,0
U005269,至尊VIP,至尊VIP,2,3951.28,347,3,2,3,1
U005273,至尊VIP,至尊VIP,1,3938.88,37,1,1,3,1
U005276,唤醒普通,唤醒-一次性-低价值,1,84.79,163,2,1,1,0
U005277,唤醒普通,唤醒-一次性-中价值,1,361.80,155,2,1,2,0
U005279,唤醒普通,唤醒-一次性-中价值,1,374.28,170,2,1,2,0
U005301,唤醒普通,唤醒-一次性-低价值,1,5.67,147,2,1,1,0
U005302,流失可弃,流失-一次性-低价值,1,90.37,197,3,1,1,0
U005309,唤醒普通,唤醒-一次性-高价值,1,1146.15,61,2,1,3,0
U005320,流失可弃,流失-一次性-低价值,1,85.78,372,3,1,1,0
U005326,流失高潜用户,流失-复购-中价值,2,419.74,185,3,2,2,0
U005330,高潜新客,活跃-一次性-高价值,1,984.19,24,1,1,3,0
U005342,唤醒高潜,唤醒-复购-中价值,2,451.07,99,2,2,2,0
U005350,普通新客,活跃-一次性-低价值,1,52.14,18,1,1,1,0
U005353,唤醒普通,唤醒-一次性-中价值,1,606.70,69,2,1,2,0
U005354,高潜新客,活跃-一次性-高价值,1,891.49,23,1,1,3,0
U005355,普通新客,活跃-一次性-中价值,1,698.24,53,1,1,2,0
U005358,流失低潜,流失-一次性-中价值,1,535.01,199,3,1,2,0
U005361,流失低潜,流失-一次性-中价值,1,597.80,428,3,1,2,0
U005362,普通新客,活跃-一次性-中价值,1,457.27,54,1,1,2,0
U005367,流失可弃,流失-一次性-低价值,1,44.40,384,3,1,1,0
U005372,唤醒普通,唤醒-一次性-中价值,1,497.16,147,2,1,2,0
U005378,普通新客,活跃-一次性-中价值,1,756.54,1,1,1,2,0
U005381,唤醒普通,唤醒-一次性-中价值,1,628.13,68,2,1,2,0
U005382,唤醒普通,唤醒-一次性-中价值,1,177.94,64,2,1,2,0
U005383,唤醒普通,唤醒-一次性-低价值,1,23.41,155,2,1,1,0
U005384,高潜新客,活跃-一次性-高价值,1,1177.50,1,1,1,3,0
U005386,唤醒高潜,唤醒-复购-中价值,2,497.60,62,2,2,2,0
U005387,普通新客,活跃-一次性-低价值,1,29.34,58,1,1,1,0
U005397,唤醒普通,唤醒-一次性-中价值,1,247.77,126,2,1,2,0
U005398,唤醒高潜,唤醒-复购-中价值,2,352.40,108,2,2,2,0
U005399,流失可弃,流失-一次性-低价值,1,114.66,260,3,1,1,0
U005408,流失低潜,流失-一次性-中价值,1,311.83,477,3,1,2,0
U005419,流失可弃,流失-一次性-低价值,1,8.24,311,3,1,1,0
U005420,唤醒普通,唤醒-一次性-中价值,1,570.57,151,2,1,2,0
U005423,流失低潜,流失-一次性-高价值,1,1542.77,364,3,1,3,0
U005425,流失可弃,流失-一次性-低价值,1,52.41,254,3,1,1,0
U005426,至尊VIP,至尊VIP,2,2603.62,492,3,2,3,1
U005437,唤醒普通,唤醒-一次性-低价值,1,56.87,159,2,1,1,0
U005441,流失低潜,流失-一次性-中价值,1,288.48,293,3,1,2,0
U005448,唤醒普通,唤醒-一次性-低价值,1,64.30,166,2,1,1,0
U005463,流失低潜,流失-一次性-中价值,1,163.23,403,3,1,2,0
U005465,流失低潜,流失-一次性-中价值,1,159.73,332,3,1,2,0
U005471,流失低潜,流失-一次性-高价值,1,946.47,543,3,1,3,0
U005473,流失低潜,流失-一次性-高价值,1,1942.87,299,3,1,3,0
U005481,流失可弃,流失-一次性-低价值,1,66.75,360,3,1,1,0
U005482,唤醒普通,唤醒-一次性-中价值,1,540.33,72,2,1,2,0
U005484,普通新客,活跃-一次性-中价值,1,611.37,46,1,1,2,0
U005496,流失可弃,流失-一次性-低价值,1,90.57,257,3,1,1,0
U005499,唤醒普通,唤醒-一次性-低价值,1,65.37,117,2,1,1,0
U005502,流失低潜,流失-一次性-中价值,1,302.37,368,3,1,2,0
U005505,流失低潜,流失-一次性-高价值,1,1288.26,263,3,1,3,0
U005510,唤醒普通,唤醒-一次性-低价值,1,110.55,119,2,1,1,0
U005515,唤醒普通,唤醒-一次性-中价值,1,255.44,162,2,1,2,0
U005522,流失可弃,流失-一次性-低价值,1,104.04,290,3,1,1,0
U005523,普通新客,活跃-一次性-中价值,1,413.78,52,1,1,2,0
U005526,流失低潜,流失-一次性-中价值,1,354.58,273,3,1,2,0
U005530,流失低潜,流失-一次性-中价值,1,848.26,197,3,1,2,0
U005538,流失低潜,流失-复购-低价值,2,96.80,191,3,2,1,0
U005544,唤醒普通,唤醒-一次性-低价值,1,13.04,67,2,1,1,0
U005546,流失低潜,流失-一次性-高价值,1,884.34,528,3,1,3,0
U005551,普通新客,活跃-一次性-中价值,1,234.34,45,1,1,2,0
U005553,流失低潜,流失-一次性-中价值,1,495.38,323,3,1,2,0
U005557,普通新客,活跃-一次性-中价值,1,380.00,9,1,1,2,0
U005584,唤醒普通,唤醒-一次性-低价值,1,69.57,123,2,1,1,0
U005591,唤醒普通,唤醒-一次性-中价值,1,143.90,115,2,1,2,0
U005597,唤醒高潜,唤醒-复购-高价值,2,1067.36,143,2,2,3,0
U005602,流失可弃,流失-一次性-低价值,1,69.68,468,3,1,1,0
U005608,至尊VIP,至尊VIP,2,3372.27,240,3,2,3,1
U005610,唤醒高潜,唤醒-复购-中价值,3,435.49,109,2,2,2,0
U005616,流失低潜,流失-一次性-中价值,1,301.22,580,3,1,2,0
U005618,至尊VIP,至尊VIP,2,3796.19,345,3,2,3,1
U005621,高潜新客,活跃-一次性-高价值,1,912.60,27,1,1,3,0
U005627,普通新客,活跃-一次性-中价值,1,447.42,27,1,1,2,0
U005628,流失可弃,流失-一次性-低价值,1,46.89,186,3,1,1,0
U005632,唤醒普通,唤醒-一次性-低价值,1,56.94,123,2,1,1,0
U005635,流失低潜,流失-一次性-中价值,1,157.00,416,3,1,2,0
U005640,唤醒普通,唤醒-一次性-中价值,1,177.89,128,2,1,2,0
U005662,流失低潜,流失-一次性-高价值,1,1201.02,193,3,1,3,0
U005664,高潜新客,活跃-一次性-高价值,1,1413.41,38,1,1,3,0
U005670,普通新客,活跃-一次性-中价值,1,439.88,39,1,1,2,0
U005680,流失可弃,流失-一次性-低价值,1,68.69,506,3,1,1,0
U005683,流失低潜,流失-一次性-高价值,1,1260.88,368,3,1,3,0
U005692,流失可弃,流失-一次性-低价值,1,25.48,228,3,1,1,0
U005699,流失低潜,流失-一次性-中价值,1,308.88,419,3,1,2,0
U005703,唤醒普通,唤醒-一次性-低价值,1,88.39,137,2,1,1,0
U005711,唤醒普通,唤醒-一次性-中价值,1,333.32,106,2,1,2,0
U005712,唤醒普通,唤醒-一次性-中价值,1,660.72,77,2,1,2,0
U005713,流失低潜,流失-一次性-中价值,1,786.40,211,3,1,2,0
U005715,普通新客,活跃-一次性-中价值,1,721.06,47,1,1,2,0
U005718,流失低潜,流失-一次性-高价值,1,1145.95,533,3,1,3,0
U005723,唤醒普通,唤醒-一次性-高价值,1,1236.54,120,2,1,3,0
U005729,唤醒普通,唤醒-一次性-高价值,1,1493.98,143,2,1,3,0
U005733,流失低潜,流失-一次性-中价值,1,597.88,214,3,1,2,0
U005735,唤醒普通,唤醒-一次性-低价值,1,91.52,117,2,1,1,0
U005742,流失高潜用户,流失-复购-高价值,2,1205.77,225,3,2,3,0
U005745,流失低潜,流失-一次性-中价值,1,254.06,295,3,1,2,0
U005752,高潜新客,活跃-一次性-高价值,1,965.72,1,1,1,3,0
U005756,唤醒普通,唤醒-一次性-中价值,1,300.80,73,2,1,2,0
U005758,高潜新客,活跃-一次性-高价值,1,949.70,5,1,1,3,0
U005760,流失低潜,流失-一次性-中价值,1,549.87,303,3,1,2,0
U005777,高潜新客,活跃-一次性-高价值,1,1478.43,1,1,1,3,0
U005781,流失低潜,流失-一次性-中价值,1,672.44,575,3,1,2,0
U005784,流失低潜,流失-一次性-中价值,1,531.42,473,3,1,2,0
U005792,普通新客,活跃-一次性-中价值,1,833.80,57,1,1,2,0
U005797,流失可弃,流失-一次性-低价值,1,54.83,269,3,1,1,0
U005798,流失低潜,流失-一次性-中价值,1,143.04,250,3,1,2,0
U005806,至尊VIP,至尊VIP,1,3037.86,495,3,1,3,1
U005827,流失低潜,流失-一次性-高价值,1,886.47,259,3,1,3,0
U005833,唤醒高潜,唤醒-复购-中价值,2,215.89,138,2,2,2,0
U005835,流失可弃,流失-一次性-低价值,1,84.48,225,3,1,1,0
U005841,至尊VIP,至尊VIP,2,2287.17,325,3,2,3,1
U005843,普通新客,活跃-一次性-中价值,1,393.96,51,1,1,2,0
U005848,流失低潜,流失-一次性-中价值,1,189.79,462,3,1,2,0
U005856,唤醒普通,唤醒-一次性-低价值,1,73.43,128,2,1,1,0
U005858,唤醒普通,唤醒-一次性-高价值,1,1760.43,105,2,1,3,0
U005859,流失可弃,流失-一次性-低价值,1,36.52,321,3,1,1,0
U005865,流失低潜,流失-一次性-中价值,1,140.30,341,3,1,2,0
U005868,至尊VIP,至尊VIP,1,2329.19,507,3,1,3,1
U005887,流失低潜,流失-一次性-中价值,1,252.13,356,3,1,2,0
U005897,至尊VIP,至尊VIP,2,4998.42,104,2,2,3,1
U005902,流失可弃,流失-一次性-低价值,1,70.33,205,3,1,1,0
U005914,核心高价值忠诚用户,活跃-复购-高价值,2,1426.37,23,1,2,3,0
U005915,流失低潜,流失-一次性-中价值,1,411.48,194,3,1,2,0
